name,host_name,neighbourhood,room_type,price_per_night,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,bathrooms,bedrooms,host_response_rate,review_scores_value,host_response_time
Spacious 1B in Faneuil Hall/Quincy Market,Kama,Downtown,Entire home/apt,311,30,5,1.6,39,327,5,1.0,1,99,4.6,within an hour
Convenient 1Beroom in Beacon Hill,Liya,West End,Private room,60,29,0,0.0,114,105,0,1.0,1,100,4.7,within an hour
Nice 1Bedroom in Beacon Hill,Liya,West End,Private room,60,29,0,0.0,114,105,0,1.0,1,100,4.7,within an hour
Affordable 1Bedroom in Beacon Hill,Liya,West End,Private room,60,29,0,0.0,114,105,0,1.0,1,100,4.7,within an hour
Cozy Brighton Apartment,Enrik,Brighton,Entire home/apt,193,2,19,4.6,1,249,19,1.0,2,100,4.84,within an hour
3BD/2BA Near Logan Airport and T 7988,Mohammed Radi,East Boston,Entire home/apt,248,29,5,1.43,64,272,5,2.0,3,99,4.8,within an hour
Fully-Furnished Room by Harvard,Sridutt,Allston,Private room,56,91,0,0.0,1,274,0,2.0,2,75,4.7,within a day
Accessible Private Room #1757 B,Tina,Allston,Private room,52,91,0,0.0,92,148,0,0.0,4,99,4.7,within a few hours
Practical Private Room #1341 H,Tina,Brighton,Private room,59,91,0,0.0,92,126,0,0.0,9,99,4.7,within a few hours
Simple Private Room #1824 B,Tina,Roxbury,Private room,55,91,0,0.0,92,148,0,0.0,3,99,4.7,within a few hours
230B4.1 | The Penthouse Redline | AC & WD | Room 1,Lance,Dorchester,Private room,80,30,0,0.0,58,265,0,1.0,1,87,4.7,within a few hours
230B4.2 | The Penthouse w/WD & A,Lance,Dorchester,Private room,72,30,0,0.0,58,265,0,1.0,1,87,4.7,within a few hours
Cozy nest getaway near Boston!,Samuel,Roslindale,Entire home/apt,149,2,19,5.53,1,336,19,1.0,2,100,4.53,within an hour
Apartment in Boston's Jamaica Plain,Huan Xin,Jamaica Plain,Entire home/apt,216,2,7,2.88,1,188,7,1.0,3,100,4.71,within an hour
Large Private Room Boston near T & JFK/UMass,Sean,Dorchester,Private room,59,91,0,0.0,4,265,0,1.0,1,100,4.7,within an hour
"Blueground | Fenway, gym & w/d, nr museums",Blueground,Fenway,Entire home/apt,276,31,0,0.0,369,28,0,1.0,0,99,4.7,within an hour
"Blueground | Seaport, w/d, nr museums",Blueground,South Boston Waterfront,Entire home/apt,298,31,0,0.0,369,288,0,1.0,1,99,4.7,within an hour
Modest Private Room #1735 B,Tina,Allston,Private room,48,31,0,0.0,92,86,0,0.0,6,99,4.7,within a few hours
Free Parking | Stocked Kitchen | 10 min -> Boston,Waleed,Roxbury,Entire home/apt,204,1,4,2.86,1,355,4,2.0,3,100,4.5,within an hour
Boston 2Bedroom Apartment,Liya,Beacon Hill,Entire home/apt,180,29,0,0.0,114,104,0,1.0,2,100,4.7,within an hour
47S1.B | The Sumner Redline | w/AC & WD | Suite,Lance,Dorchester,Private room,74,30,0,0.0,58,313,0,1.0,1,87,4.7,within a few hours
Red Sox 34.Longterm. Fenway. Longwood Med. NEU,Lee,Fenway,Entire home/apt,256,29,7,2.02,12,100,7,1.0,1,100,4.86,within an hour
39S1.g | 1BR 2B w/AC & W/D  75ft to 'C' Greenline!,Lance,Brighton,Private room,56,30,0,0.0,58,313,0,2.0,1,87,4.7,within a few hours
39S1.b | 1BR 2B w/AC & W/D 75ft to 'C' Greenline,Lance,Brighton,Private room,60,30,0,0.0,58,313,0,2.0,1,87,4.7,within a few hours
South End Brownstone Sunny Condo,James Christian,South End,Entire home/apt,225,30,0,0.0,1,322,0,1.0,1,100,4.7,within a few hours
"2B 2BA w/ In-unit Laundry, Central Air",Ronalyn,Roxbury,Entire home/apt,287,30,3,1.5,21,362,3,2.0,2,100,5.0,within an hour
Stylish 2BR/2BA w/Elevator Near Fenway & Med,Ronalyn,Roxbury,Entire home/apt,253,30,6,2.22,21,365,6,2.0,2,100,4.5,within an hour
Spacious Back Bay 1BR w/ King & Office,Ronalyn,South End,Entire home/apt,316,30,5,2.0,21,163,5,1.5,2,100,5.0,within an hour
Bright 1BR w/ Office in Back Bay,Ronalyn,Back Bay,Entire home/apt,278,30,0,0.0,21,173,0,1.0,1,100,4.7,within an hour
"Stylish Back Bay Loft – Open Layout, 2 Bedrooms",Ronalyn,Back Bay,Entire home/apt,399,30,1,1.0,21,131,1,1.5,2,100,5.0,within an hour
"Blueground | Jamaica Plain, AC, gym, nr pond",Blueground,Jamaica Plain,Entire home/apt,201,31,0,0.0,369,81,0,1.0,1,99,4.7,within an hour
Boston Commons 1BR w/ view,Bassem,Charlestown,Entire home/apt,243,1,1,0.51,1,365,1,1.0,1,100,5.0,within an hour
"Blueground | Symphony, gym & w/d, nr hall",Blueground,Fenway,Entire home/apt,270,31,0,0.0,369,20,0,1.0,1,99,4.7,within an hour
Huge 3 Br Boston hospitals with waterview Balcony,Adam,Jamaica Plain,Entire home/apt,528,29,0,0.0,95,365,0,2.0,3,92,4.7,within an hour
Large Duplex Free Prkg mins 2 Train downtownFenway,Eder,Dorchester,Entire home/apt,608,2,5,1.29,7,249,5,2.5,5,96,4.8,within an hour
"Sleek 2BR 2BA in Fenway, High-End Building",Adam,Fenway,Entire home/apt,499,4,3,1.05,95,241,3,2.0,2,92,5.0,within an hour
Tiny Home Haven,Jhanev,Mattapan,Entire home/apt,112,29,0,0.0,1,365,0,1.0,1,100,4.7,within an hour
Luxury corner 2BR 2BA Boston Jamica pond Hospitals,Adam,Jamaica Plain,Entire home/apt,299,29,3,1.48,95,365,3,2.0,2,92,4.0,within an hour
Bright & Private Home w/King Bed,Alix,Roxbury,Private room,79,3,2,0.58,4,49,2,2.0,1,100,4.5,within a few hours
Luxe 3BR | Free Parking | Harvard/BU | ROKU TV,Michael,Brighton,Entire home/apt,510,2,20,5.77,4,295,20,2.0,3,100,4.95,within an hour
2BR in Savin Hill Boston 6414,Mohammed Radi,Dorchester,Entire home/apt,199,29,1,0.71,64,359,1,1.5,2,99,1.0,within an hour
Luxury 3 Bed 3 Bath Condo Eagle Hill East Boston,Zach,East Boston,Entire home/apt,448,29,0,0.0,2,358,0,3.0,3,100,4.7,within an hour
"Beacon Hill Room. Walk to MGH, Tufts Medical, MIT",Annie,Beacon Hill,Private room,127,29,0,0.0,6,171,0,2.0,1,91,4.7,within a few hours
Best Quality 2 Bedroom Apt in Beacon Hill,Liya,Beacon Hill,Entire home/apt,128,29,0,0.0,114,168,0,1.0,2,100,4.7,within an hour
Stylish Room w/ 2 full bath. 5 bedrooms available,Joann,Mattapan,Entire home/apt,302,1,4,2.0,2,75,4,2.0,5,100,4.5,within an hour
Newly Renovated Retreat l Near T,Mylinh,Dorchester,Entire home/apt,380,2,7,2.19,10,317,7,1.0,3,97,5.0,within an hour
5BR3B | Walk to Subway + Downtown,Tra My,South Boston,Entire home/apt,740,29,4,1.14,17,342,4,3.0,5,100,5.0,within an hour
Near Train in hip Jamaica Plain,Allison,Jamaica Plain,Private room,94,1,11,5.32,2,350,11,1.0,1,100,5.0,within an hour
Modern  Condo in Down town Back bay 2BR 2BA,Adam,Back Bay,Entire home/apt,599,29,1,0.51,95,159,1,2.0,2,92,5.0,within an hour
"Large bright  duplex,4 bedrooms, free parking!",Shira,Brighton,Entire home/apt,364,3,0,0.0,3,101,0,2.0,4,100,4.7,within an hour
3 Bedroom Condo | Walk-Out Basement | Near Train,Hitesh,Jamaica Plain,Entire home/apt,346,29,2,2.0,7,239,2,2.0,3,100,4.5,within an hour
Cozy 2 Beds Home. Walk to Harvard,Wenjia,Allston,Entire home/apt,131,1,4,2.86,6,108,4,1.0,2,100,2.5,within an hour
Under the Sun Apartment,Suzana,West Roxbury,Entire home/apt,192,1,10,4.0,2,314,10,1.0,3,100,4.5,within an hour
Downtown high-end 2BR 2BA Condo Stunning City View,Adam,Downtown,Entire home/apt,599,29,7,2.31,95,270,7,2.0,2,92,4.71,within an hour
Charming Boston Single Fam Home Near Commuter Rail,Melissa,West Roxbury,Entire home/apt,270,2,8,3.2,1,183,8,1.5,3,100,5.0,within a few hours
North End TD Garden Walk to Downtown,Tra My,North End,Entire home/apt,793,29,7,2.08,17,365,7,2.0,4,100,5.0,within an hour
"Expansive Back Bay Two-Level Loft, Sleeps 6, 2B/2B",Kama,South End,Entire home/apt,327,30,5,1.74,39,152,5,2.0,2,99,4.4,within an hour
Cozy studio in downtown Boston 3047,Mohammed Radi,Downtown,Entire home/apt,167,1,8,2.67,64,360,8,1.0,0,99,4.5,within an hour
2BR in Theatre District 2081,Mohammed Radi,Downtown,Entire home/apt,244,1,8,2.35,64,341,8,1.0,2,99,4.63,within an hour
2BR in Savin Hill 3152,Mohammed Radi,Dorchester,Entire home/apt,159,29,4,1.29,64,322,4,1.5,2,99,4.5,within an hour
"Glamorous Luxury Apartment, Near T",Daniel,Jamaica Plain,Entire home/apt,244,30,21,2.28,5,284,21,2.0,4,100,5.0,within an hour
Glamorous Treetop Escape | near T,Daniel,Jamaica Plain,Entire home/apt,284,30,15,1.64,5,319,15,2.0,4,100,4.93,within an hour
Modern One Bedroom in Boston High-Rise,Furnished Quarters,Back Bay,Entire home/apt,260,32,0,0.0,44,339,0,1.0,1,100,4.7,within an hour
NEW - South End Penthouse - Walk to Everything -,Coty,South End,Entire home/apt,438,30,0,0.0,1,180,0,2.5,3,94,4.7,within a few hours
Exquisite One-Bedroom Retreat in the Heart of the,Marina,South End,Entire home/apt,534,29,0,0.0,12,327,0,1.0,1,100,4.7,within an hour
South End Serenity: Your Family's Dream Getaway!,Marina,South End,Entire home/apt,1015,29,2,0.85,12,279,2,2.0,3,100,4.5,within an hour
Radiant 2 BR 2 BA Fenway Boston.,Adam,Fenway,Entire home/apt,499,5,2,0.63,95,156,2,2.0,2,92,5.0,within an hour
5 Minutes to Boston Marathon,Irene,Back Bay,Private room,300,4,0,0.0,2,112,0,1.0,1,100,4.7,within an hour
Spacious 2BR Allston Getaway,Holly,Allston,Entire home/apt,276,1,0,0.0,5,220,0,1.0,2,100,4.7,within an hour
Stately on Cedar Elegant Beacon Hill Penthouse NEW,Deidre,Beacon Hill,Entire home/apt,806,1,6,2.2,2,241,6,2.0,2,100,4.83,within a few hours
Luxury 3brm/1bath Duplex in JP,Jay,Jamaica Plain,Entire home/apt,235,1,10,3.3,22,327,10,1.0,3,100,4.9,within an hour
1Bd with private bathroom! No cleaning fee!,Eder,Back Bay,Private room,179,2,12,4.34,1,278,12,1.0,1,96,4.67,within an hour
"Stylish 3BR, 2BA, Sleeps 6, Heart of Back Bay",Kama,Back Bay,Entire home/apt,438,30,7,2.28,39,183,7,2.0,3,99,4.71,within an hour
(J8) Walk to Newbury & Public Garden - BACK BAY,Boston,Back Bay,Entire home/apt,273,1,11,4.02,2,243,11,1.0,0,100,4.55,within an hour
Luxury 2 Bed 2 Bath East Boston,Jesse,East Boston,Entire home/apt,265,2,5,2.21,3,342,5,2.0,2,100,4.4,within an hour
Luxury 2 Br 2Ba apt in Boston Dorchester,Adam,Dorchester,Entire home/apt,599,29,0,0.0,95,365,0,2.0,2,92,4.7,within an hour
"The Fleming-Gym, W/D, studio near City",Naveen,Brighton,Entire home/apt,160,29,9,3.38,38,359,9,1.0,0,100,4.63,within an hour
Hola Joy 5,Clara M,Brighton,Private room,80,29,3,1.48,6,365,3,1.0,1,100,4.0,within an hour
Hola Joy 4,Clara M,Brighton,Private room,83,29,2,0.85,6,365,2,1.0,1,100,5.0,within an hour
Hola Joy 6,Clara M,Brighton,Private room,78,29,9,3.6,6,364,9,1.0,1,100,5.0,within an hour
"Hip & Sleek 1Bedroom Steps from MGH, MBTA",Ronalyn,Dorchester,Entire home/apt,151,30,0,0.0,21,292,0,1.0,1,100,4.7,within an hour
Sunny 2BR +Futon Allston Escape,Holly,Allston,Entire home/apt,216,1,0,0.0,5,202,0,1.0,2,100,4.7,within an hour
"Adams Village 6-Bed Apt: City Perks, Suburban Vibe",Mylinh,Dorchester,Entire home/apt,494,2,2,0.88,10,299,2,2.0,6,97,5.0,within an hour
The Harvey: Large • Near T • Gym • Kitchen • W/D,Naveen,Brighton,Entire home/apt,160,29,11,3.93,38,352,11,1.0,0,100,4.73,within an hour
Newly Renovated Spacious 2 Bedroom in Savin Hill,Ronalyn,Dorchester,Entire home/apt,287,30,2,1.22,21,269,2,1.0,2,100,5.0,within an hour
3TDGarden Celtics/Bruins/Lil Italy/Historic,Robert Anthony,North End,Entire home/apt,138,2,7,3.04,7,211,7,1.0,1,100,4.0,within an hour
The Hunter-Elegant Suite Near City,Naveen,Brighton,Entire home/apt,183,1,8,2.93,38,338,8,2.0,2,100,4.75,within an hour
The Reed: Spacious • Private Kitchen • Gym • W/D,Naveen,Brighton,Entire home/apt,182,29,7,3.09,38,337,7,1.0,2,100,5.0,within an hour
The Seacole: Glamorous • Near City • Gym • W/D,Naveen,Brighton,Entire home/apt,243,29,7,2.76,38,339,7,2.0,2,100,4.57,within an hour
The Kelsey: View • Private Kitchen • Gym • W/D,Naveen,Brighton,Entire home/apt,156,29,7,2.59,38,361,7,1.0,1,100,4.14,within an hour
The Barnard: Coastal Vibe • WFH Desk • Gym • W/D,Naveen,Brighton,Entire home/apt,150,1,7,2.76,38,355,7,1.0,1,100,4.57,within an hour
Free parking spot – 1st floor – In front of the T,Mushhoor,Allston,Entire home/apt,115,1,9,3.6,2,60,9,1.0,0,100,5.0,within an hour
Cozy 2BR 2BA APT downtown boston,Adam,Chinatown,Entire home/apt,599,29,5,2.34,95,180,5,2.0,2,92,5.0,within an hour
Beautiful 2BR in Southend Boston 7043,Mohammed Radi,South End,Entire home/apt,196,1,4,2.5,64,333,4,1.5,2,99,4.75,within an hour
Spacious 2bd/2ba in Southend 0069,Mohammed Radi,South End,Entire home/apt,246,1,8,3.38,64,295,8,2.0,2,99,4.13,within an hour
Beautiful 2BD/2BA in Southend Boston 0312,Mohammed Radi,South End,Entire home/apt,219,1,11,4.46,64,313,11,2.0,2,99,4.82,within an hour
Boston-Sunny bedroom train&buses,Margarita,West Roxbury,Private room,55,91,0,0.0,5,365,0,2.0,1,100,4.7,within an hour
Luxury Private Apt Fenway,Compass,Fenway,Entire home/apt,282,30,1,1.0,29,269,1,1.0,1,96,4.0,within a few hours
Shelly's Turkish Room,Shelly,East Boston,Private room,77,7,3,1.41,6,56,3,1.0,1,100,5.0,within an hour
Stylish & Cozy Boston Retreat Near Train & Cafés,Chisom O,Jamaica Plain,Entire home/apt,268,4,2,1.54,1,148,2,1.0,3,100,5.0,within an hour
"Large, historic 4 bedroom home",Samantha,Dorchester,Entire home/apt,573,2,0,0.0,1,192,0,1.5,4,100,4.7,within an hour
"Blueground | S. Boston, w/d, nr museums",Blueground,South Boston,Entire home/apt,225,31,0,0.0,369,322,0,1.0,0,99,4.7,within an hour
Modern home-like 3BR2BA Retreat/Minutes to T,Mylinh,Dorchester,Entire home/apt,370,2,4,2.45,10,328,4,2.0,3,97,4.5,within an hour
Luxury 2BD/2BA Near Airport 4135,Mohammed,East Boston,Entire home/apt,269,1,6,2.47,12,322,6,2.0,2,97,5.0,within an hour
Luxury 2BD/2BA Near Airport 9508,Mohammed,East Boston,Entire home/apt,243,1,24,9.6,12,336,24,2.0,2,97,4.79,within an hour
"40.2 New, beautiful apt/4br/free parking/Boston",Phuong Thuykim,Dorchester,Entire home/apt,310,1,7,3.44,5,320,7,2.0,4,100,4.86,within an hour
2BR in Downtown Boston 9825,Mohammed,Downtown,Entire home/apt,295,1,5,2.38,12,343,5,1.0,2,97,4.2,within an hour
1BR Apt steps away from Boston Commons 3802,Mohammed,Downtown,Entire home/apt,191,1,5,2.03,12,334,5,1.0,1,97,4.4,within an hour
"Old North, Lil Italy,TDGarden, Celtics,Water View!",Boston,North End,Entire home/apt,257,2,3,1.38,7,234,3,1.0,3,98,4.33,within an hour
1BR with a view in Boston 7837,Mohammed,Downtown,Entire home/apt,205,1,12,6.67,12,347,12,1.0,2,97,4.5,within an hour
Habitación cerca del centro.,Jhans,Jamaica Plain,Private room,71,1,0,0.0,6,365,0,0.0,1,100,4.7,within an hour
2BR in Downtown Boston 7983,Mohammed,Downtown,Entire home/apt,252,1,7,3.89,12,314,7,1.0,2,97,4.71,within an hour
Cozy Boston: Private Bed & Bath in Dorchester,Giang Thi,Dorchester,Private room,110,2,4,1.97,3,338,4,1.0,1,100,4.75,within an hour
Cozy Boston: Private Bed in Dorchester,Giang Thi,Dorchester,Private room,98,2,8,3.93,3,349,8,1.0,1,100,4.88,within an hour
Airy 2BR: A Blend of East & West,Xin,Jamaica Plain,Entire home/apt,238,1,10,4.29,1,236,10,1.0,2,100,5.0,within an hour
Luxury 2BR 2BA Southend Boston Downtown prudential,Adam,South End,Entire home/apt,685,2,2,1.46,95,325,2,2.0,2,92,4.5,within an hour
"Blueground | Seaport, gym, nr shops & dining",Blueground,South Boston Waterfront,Entire home/apt,251,31,0,0.0,369,287,0,1.0,0,99,4.7,within an hour
"Clean, Contemporary Duplex | Sleeps 17",Daniel,Dorchester,Entire home/apt,563,30,1,1.0,5,299,1,3.0,6,100,5.0,within an hour
Comfort Inn in my 2nd bedroom.,Janet,Roxbury,Private room,58,1,1,0.56,3,340,1,3.0,1,100,2.0,within an hour
Peaceful Cabinet of Curiosities/no added fees!,Whit,Dorchester,Private room,86,2,0,0.0,2,355,0,1.0,1,100,4.7,within an hour
"Blueground | Seaport, gym & w/d, nr restaurants",Blueground,South Boston Waterfront,Entire home/apt,251,31,0,0.0,369,50,0,1.0,0,99,4.7,within an hour
1BR in Downtown 8719,Mohammed Radi,Downtown,Entire home/apt,174,1,15,7.14,64,349,15,1.0,1,99,4.0,within an hour
"Blueground | S. Boston, w/d, balcony, nr ICA",Blueground,South Boston,Entire home/apt,264,31,0,0.0,369,1,0,2.0,2,99,4.7,within an hour
4BR2Bath North End by Subway Downtown,Tra My,North End,Entire home/apt,740,29,2,0.86,17,296,2,2.0,4,100,5.0,within an hour
Sunny JP parkside condo w/ kids bunkbed AND CATS,Zack,Jamaica Plain,Entire home/apt,162,1,2,2.0,1,65,2,1.0,2,100,5.0,within a few hours
1BR apt in Downtown Boston 6611,Mohammed,Downtown,Entire home/apt,261,1,4,1.69,12,338,4,1.0,1,97,5.0,within an hour
Beautiful 2BR in Boston Theatre District 4348,Mohammed Radi,Downtown,Entire home/apt,303,1,10,4.23,64,326,10,1.0,2,99,5.0,within an hour
3BD/2BA Near Logan Airport and T 7643,Mohammed Radi,East Boston,Entire home/apt,257,1,7,3.39,64,272,7,2.0,3,99,5.0,within an hour
1BR in Theatre District Boston 7177,Mohammed Radi,Downtown,Entire home/apt,220,1,3,3.0,64,325,3,1.0,1,99,4.67,within an hour
Jamaica Plain - 4BR2BA Urban Retreat/ Near T,Mylinh,Jamaica Plain,Entire home/apt,574,2,3,1.64,10,21,3,2.0,4,97,5.0,within an hour
The Haven - 3BR2BA Central & Cozy Retreat/ Near T,Mylinh,Jamaica Plain,Entire home/apt,413,2,1,1.0,10,32,1,2.0,3,97,5.0,within an hour
Comfortable Private Room #1303 E,Tina,Brighton,Private room,50,31,0,0.0,92,78,0,0.0,5,99,4.7,within a few hours
82 - 3BR Boston | Stylish Stay near MBTA,Quang,Dorchester,Entire home/apt,258,1,2,1.58,3,332,2,2.0,3,100,5.0,within an hour
80/2 - 4BR Boston | Family Stay near Asian Market,Quang,Dorchester,Entire home/apt,241,1,6,2.69,3,325,6,2.0,4,100,4.5,within an hour
80/3 - 3BR Boston | Cozy Apt near Harvard Square,Quang,Dorchester,Entire home/apt,237,1,3,1.91,3,359,3,1.0,3,100,5.0,within an hour
Modest Private Room #1303 A,Tina,Brighton,Private room,48,31,0,0.0,92,139,0,0.0,1,99,4.7,within a few hours
Practical Private Room #546 C,Tina,Dorchester,Private room,47,31,0,0.0,92,139,0,0.0,1,99,4.7,within a few hours
Cozy Boston Apartment,Hunter,Dorchester,Private room,83,4,4,2.45,4,156,4,1.0,1,100,4.0,within an hour
85a1 Charming Boston Base/3BR/2BA/Ideal f Families,Phuong Thuykim,Dorchester,Entire home/apt,245,1,2,1.5,5,353,2,2.0,3,100,4.0,within an hour
Modern Coastal City Stay | Waterfront & Airport,Francesco,East Boston,Entire home/apt,228,2,2,1.67,2,163,2,1.0,1,100,5.0,within an hour
Studio in Theatre District 9180,Mohammed,Downtown,Entire home/apt,171,1,6,3.4,12,359,6,1.0,1,97,4.17,within an hour
Beautiful 2BR in Savin Hill Boston 9500,Mohammed,Dorchester,Entire home/apt,159,1,12,7.5,12,330,12,1.5,2,97,4.42,within an hour
Spacious duplex near T Downtown,Eder,Dorchester,Entire home/apt,553,2,5,3.95,7,251,5,2.0,5,96,4.8,within an hour
North End TD Garden Downtown Apt,Tra My,North End,Entire home/apt,693,2,3,1.43,17,274,3,2.0,4,100,5.0,within an hour
Luxury 2b2b Financial District,Mouad,Downtown,Entire home/apt,450,29,1,1.0,3,266,1,2.0,2,92,5.0,within an hour
Sleek Boston Home | Near T,Daniel,Jamaica Plain,Entire home/apt,281,30,1,1.0,4,330,1,2.5,5,100,4.0,within an hour
Modern Boston Condo | near T,Daniel,Jamaica Plain,Entire home/apt,309,10,3,2.65,4,336,3,2.5,5,100,4.33,within an hour
Boston Escape | Near T,Daniel,Dorchester,Entire home/apt,318,1,8,5.11,5,342,8,3.0,6,100,4.63,within an hour
Gorgeous Studio with Bay Windows!,Justin And Mandy,South End,Entire home/apt,168,1,0,0.0,15,346,0,1.0,1,100,4.7,within an hour
Great Value For Your Boston Stay,Bay Village,Bay Village,Private room,113,3,1,0.59,22,160,1,1.0,0,100,3.0,within an hour
"Primo Location, Walk To T & Marathon Finish Line!",Bay Village,Bay Village,Private room,111,29,3,1.88,22,191,3,1.0,1,100,3.33,within an hour
Private Studio In Boston's Bay Village!,Bay Village,Bay Village,Entire home/apt,130,3,2,1.11,22,353,2,1.0,1,100,3.0,within an hour
Chic Studio For An Affordable Stay,Bay Village,Bay Village,Private room,87,3,2,1.02,22,178,2,1.0,1,100,3.5,within an hour
Studio Awaits Your Next Stay!,Bay Village,Bay Village,Entire home/apt,126,3,0,0.0,22,178,0,1.0,1,100,4.7,within an hour
Bay Village Suites: Efficiency Studio Awaits!,Bay Village,Bay Village,Private room,73,2,2,1.76,22,173,2,1.0,1,100,5.0,within an hour
Bright Faneuil Hall Studio Retreat,Ronalyn,Downtown,Entire home/apt,266,30,4,2.5,21,309,4,1.0,0,100,4.25,within an hour
Studio in Downtown Boston Theatre District 5126,Mohammed Radi,Downtown,Entire home/apt,183,1,7,4.29,64,324,7,1.0,0,99,3.86,within an hour
Studio in Downtown 0100,Mohammed Radi,Downtown,Entire home/apt,190,1,4,2.11,64,320,4,1.0,1,99,4.75,within an hour
2BR near Ashmont Station 8804,Mohammed Radi,Dorchester,Entire home/apt,143,1,6,2.9,64,331,6,1.0,2,99,3.67,within an hour
Spacious Room At Brigham & Longwood Medical,Janice,Mission Hill,Private room,96,5,2,2.0,4,7,2,1.5,1,100,5.0,within an hour
Prime Apartment next to TD Garden & North End,Patrick,Downtown,Entire home/apt,144,91,0,0.0,1,364,0,1.0,1,100,4.7,Unknown
Cozy Studio in Downtown Boston 3781,Mohammed Radi,Downtown,Entire home/apt,172,1,4,2.11,64,338,4,1.0,1,99,4.75,within an hour
The Cori-Elegant suite in Boston,Naveen,Brighton,Entire home/apt,162,1,6,3.05,38,349,6,1.0,1,100,4.5,within an hour
Fenway Park – Walk everywhere  – Location – Studio,Jessy And Diego,Fenway,Entire home/apt,148,2,5,3.19,20,176,5,1.0,0,100,5.0,within an hour
The Fisher: City Access • Kitchen • Gym • W/D,Naveen,Brighton,Entire home/apt,158,29,5,2.59,38,359,5,1.0,1,100,5.0,within an hour
The Blackwell: Workspace • W/D • Gym • Near City,Naveen,Brighton,Entire home/apt,174,1,6,3.05,38,353,6,1.0,1,100,4.83,within an hour
Brand New 2BR Apt 20Min Downtown Boston,Pamela,Dorchester,Entire home/apt,187,1,9,4.74,3,299,9,1.0,2,100,4.89,within an hour
Family Retreat - Stunning 5BR2BA w Parking/ Near T,Mylinh,Dorchester,Entire home/apt,471,2,5,3.57,10,282,5,2.0,5,97,4.8,within an hour
Luxury 4BR | Charlestown,Michael,Charlestown,Entire home/apt,556,1,6,5.45,4,13,6,3.0,4,100,4.5,within an hour
Huge Studio in Boston Commons 4599,Mohammed,Downtown,Entire home/apt,243,1,1,1.0,12,303,1,1.0,0,97,5.0,within an hour
JB safe home 1 or more rms available w/2 full bath,Joann,Mattapan,Private room,88,1,0,0.0,2,255,0,1.0,1,100,4.7,within an hour
"Boston 2BR Apt South End-Copley,Cmmons,MGH,Fenway",Debjani,South End,Entire home/apt,380,2,6,3.75,1,174,6,1.0,2,100,5.0,within an hour
Elegant 3BR/2BA Condo | Seaport Boston,Adam,South Boston Waterfront,Entire home/apt,718,29,0,0.0,95,178,0,2.0,3,92,4.7,within an hour
Private Room / Boston Center,Urfan,Allston,Private room,120,29,1,1.0,1,365,1,2.0,1,91,3.0,within an hour
2BR apt in Downtown Boston 6892,Mohammed Radi,Downtown,Entire home/apt,262,1,3,2.37,64,334,3,1.0,2,99,3.67,within an hour
"Vibrant South-End Charm, Comfort",Richard,Roxbury,Entire home/apt,160,91,0,0.0,1,358,0,1.0,1,100,4.7,Unknown
Queen Room Next to Public Garden,Annie,Beacon Hill,Private room,105,29,0,0.0,6,52,0,1.0,1,91,4.7,within a few hours
Cozy 4 Bedroom Apartment in Boston,Trinh,Dorchester,Entire home/apt,322,2,2,2.0,1,309,2,2.0,4,100,4.5,within an hour
Spectacular Boston City View,Nadine,Roxbury,Entire home/apt,200,91,0,0.0,2,365,0,2.0,3,100,4.7,within a day
Bright & Spacious Boston,Michelle,West Roxbury,Entire home/apt,193,2,8,4.8,1,333,8,1.0,3,100,4.88,within an hour
Amazing Downtown Boston CityView,Nadine,Roxbury,Private room,150,91,0,0.0,2,365,0,1.0,1,100,4.7,within a day
Boston Skyline Stay | 1BR + City Views,Francesco,East Boston,Entire home/apt,245,2,3,3.0,2,157,3,1.0,1,100,5.0,within an hour
G5_Suite Near Downtown  Boston,Dan,Dorchester,Private room,129,29,0,0.0,12,348,0,1.0,2,100,4.7,within an hour
G6_Suite Near Downtown  Boston,Dan,Dorchester,Private room,129,29,0,0.0,12,338,0,2.0,3,100,4.7,within an hour
Beautiful Back Bay 1BR Apartment,Navid,Back Bay,Entire home/apt,194,91,0,0.0,1,365,0,1.0,1,100,4.7,within a few hours
3 BDRM Apt Next to Airport/5 min to Downtown,Blerina,East Boston,Entire home/apt,244,1,12,9.47,1,346,12,1.0,3,100,4.83,within an hour
3 King Beds 1 Bath Apt w/ Pool,Jay,Brighton,Entire home/apt,194,1,3,3.0,22,345,3,1.0,3,100,4.0,within an hour
Bright room in Brighton,Olivera,Brighton,Private room,50,28,0,0.0,2,79,0,1.0,1,100,4.7,within an hour
Studio in the Heart of Southie with Garage Parking,Christian,South Boston,Entire home/apt,124,91,0,0.0,1,246,0,1.0,0,100,4.7,within an hour
Beacon Hill Studio | Steps to MGH | Full Kitchen,Daviti,Beacon Hill,Entire home/apt,234,2,8,8.0,1,252,8,1.0,0,100,4.63,within an hour
"1 Room+bath in East Boston, right near waterfront",Charvi,East Boston,Private room,70,91,0,0.0,1,364,0,1.0,1,100,4.7,within a few hours
G7_Suite Near Downtown  Boston,Dan,Dorchester,Private room,129,29,0,0.0,12,353,0,2.0,1,100,4.7,within an hour
3BR / 2BA + Prvt Deck in Back Bay,Jason,Back Bay,Entire home/apt,903,4,0,0.0,18,234,0,2.0,3,100,4.7,within an hour
Sparkling New 2BR / 2BA in Back Bay,Jason,Back Bay,Entire home/apt,482,4,0,0.0,18,66,0,2.0,2,100,4.7,within an hour
